Threshold_1_Position_Mean,Threshold_1_Position_STD,Threshold_2_Position_Mean,Threshold_2_Position_STD,Threshold_3_Position_Mean,Threshold_3_Position_STD,rounds_tested,increments,Average_time
1424.0,7.713624310270756,2697.2,4.207136793592526,2995.4,36.018051030004386,5,23,18.0442834854126
1426.6,10.373041983911952,2709.0,4.784233364802441,3024.6666666666665,47.15930449020638,10,30,13.188010144233704
1420.2,10.485969461883606,2697.4,5.853773711604052,2985.5,53.179465544094704,10,25,16.0233318567276
1420.5,6.96419413859206,2695.7,4.547282460742655,2973.0,73.36968795838723,10,24,16.963154220581053
1423.4,9.227976785599083,2698.1,6.5903970543005475,3014.1,53.50482844254962,10,27,14.968332672119141
